Fold	Prediction	Truth
1	0.0	0
1	0.0	0
1	0.00030837773106888596	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.002770216556801762	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.0003177786381445262	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	2.6954177897574127e-05	0
1	0.0	0
1	0.0	0
1	0.00011049807961958179	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.030060371517027864	0
1	0.0	0
1	0.0	0
1	0.5800873527669935	1
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.06	0
1	0.0	0
1	0.02	0
1	2.8169014084507043e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.01	0
1	2.652519893899204e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	8.588547517869062e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0013040671391665619	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.06	0
1	0.0	0
1	0.0	0
1	5.758077879038939e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0007099378382689705	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.730659025787965e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01002717391304348	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.00011373450126457343	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	2.9239766081871343e-05	0
1	0.04	0
1	0.0	0
1	0.04	0
1	0.01	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.02	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.020536801760654942	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.2910052910052905e-05	0
1	0.010085218970896023	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.00017007252943358753	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	2.9411764705882354e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.3733969966677726e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	6.10354728165231e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	8.481342675574384e-05	0
1	0.01	0
1	0.02	0
1	0.0009065893660123254	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.03002865329512894	0
1	0.0	0
1	0.0	0
1	0.04	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.010257950965353757	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	8.72093023255814e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	1.0	1
2	0.0	0
2	0.0	0
2	0.0	0
2	0.37	1
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00016956262973867486	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00036107537369694473	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	5.1546391752577315e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00031829789098517967	0
2	0.01	0
2	0.0	0
2	0.01020696569380306	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.08	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00014594642555840648	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.002557645478434239	0
2	0.0007422275814482107	0
2	0.0	0
2	0.0	0
2	0.08	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00025982892103841685	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00014046747575932703	0
2	0.0	0
2	0.030345048035857046	0
2	0.002557645478434239	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.08061795253993989	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02002873563218391	0
2	0.0	0
2	0.0	0
2	8.71828021149288e-05	0
2	0.0	0
2	6.41025641025641e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00014046747575932703	0
2	0.0	0
2	2.73224043715847e-05	0
2	3.0959752321981425e-05	0
2	0.0	0
2	0.0	0
2	0.04	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.932551319648094e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	8.656276915567135e-05	0
2	0.0	0
2	0.0002634837276882532	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	1
2	0.01	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.00015062189002703385	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	6.042296072507553e-05	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0003757263943990876	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	5.9171597633136094e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.881844380403458e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.010190526191731266	0
2	0.0	0
2	0.0	0
2	0.08026829135559051	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.000111731843575419	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	9.09090909090909e-05	0
2	0.002557645478434239	0
2	0.002557645478434239	0
2	0.0004997866239447344	0
2	0.0010210470779557685	0
2	0.09	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.702702702702703e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0007149737446171331	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.00017173411990492428	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	5.5401662049861494e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.08	0
2	6.007956482909799e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.04	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.04	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	8.887221149661307e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00014639710029854837	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0005203044384849865	0
2	0.06	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00032890052551240494	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	8.768512697619521e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0001485957157799249	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.00013945553736943828	0
2	0.0	0
2	0.002557645478434239	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	3.0959752321981425e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0008332779823302939	0
2	0.002557645478434239	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00023557979708131922	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0002620330390589837	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.6301154737593694	1
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00014863095873558134	0
2	0.002557645478434239	0
2	0.002557645478434239	0
2	5.590954522738631e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0004301823116397248	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.47032598894834143	1
2	0.0	0
2	0.0	0
2	0.0	0
2	0.00016650016986568435	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	5.1546391752577315e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	2.631578947368421e-05	0
2	0.0	0
2	0.05	0
2	2.702702702702703e-05	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.01	0
2	0.0	0
2	0.0015816925954706042	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.6246719160104988e-05	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.000528648302125847	0
2	0.04	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.01	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.05	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.04	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.04	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	8.300643102015129e-05	0
2	0.010140712180974835	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.777777777777778e-05	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.949852507374631e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.949852507374631e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.2	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.8735632183908045e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.03	0
2	0.002557645478434239	0
2	0.05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.03	0
2	0.0	0
2	0.002557645478434239	0
2	3.0959752321981425e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.010027027027027027	0
2	0.00036892447406980264	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.02	0
2	0.5903827930581539	1
2	0.0	0
2	0.0	0
2	0.0	0
2	5.736357659434582e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.02	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.002557645478434239	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.04	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	2.6246719160104988e-05	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.0	0
2	0.01	0
2	0.0	0
2	0.0	0
